5.186320000000000000e+05,0.000000000000000000e+00,9.929000000000000000e+03,1.223987200000000000e+08,0.000000000000000000e+00,2.006072000000000000e+07,2.820000000000000000e+02,7.070800170898437500e+02
3.275460000000000000e+05,0.000000000000000000e+00,2.299000000000000000e+03,1.223987200000000000e+08,0.000000000000000000e+00,2.006052600000000000e+07,2.800000000000000000e+02,3.813699951171875000e+02
3.429440000000000000e+05,5.000000000000000000e+00,5.367000000000000000e+03,1.223987840000000000e+08,0.000000000000000000e+00,2.006081600000000000e+07,1.688000000000000000e+03,8.892899780273437500e+02
3.429440000000000000e+05,5.000000000000000000e+00,5.367000000000000000e+03,1.223987840000000000e+08,0.000000000000000000e+00,2.006071600000000000e+07,1.688000000000000000e+03,8.892899780273437500e+02
7.252600000000000000e+04,0.000000000000000000e+00,9.029000000000000000e+03,1.223987200000000000e+08,0.000000000000000000e+00,2.006022000000000000e+07,5.620000000000000000e+02,1.681680053710937500e+03
2.349430000000000000e+05,1.000000000000000000e+00,1.021500000000000000e+04,1.223987200000000000e+08,1.000000000000000000e+00,2.006061600000000000e+07,2.880000000000000000e+02,3.366300048828125000e+02
3.752770000000000000e+05,2.000000000000000000e+00,3.939000000000000000e+03,1.223987200000000000e+08,0.000000000000000000e+00,2.006041200000000000e+07,5.150000000000000000e+02,1.403400024414062500e+03
5.546000000000000000e+04,0.000000000000000000e+00,1.458200000000000000e+04,1.223987200000000000e+08,0.000000000000000000e+00,2.006041200000000000e+07,2.830000000000000000e+02,9.427700195312500000e+02
5.349910000000000000e+05,0.000000000000000000e+00,1.468500000000000000e+04,1.223987200000000000e+08,2.000000000000000000e+00,2.006053200000000000e+07,2.780000000000000000e+02,5.295100097656250000e+02
4.938920000000000000e+05,2.000000000000000000e+00,6.390000000000000000e+02,1.223987200000000000e+08,0.000000000000000000e+00,2.006071400000000000e+07,2.880000000000000000e+02,4.756499938964843750e+02
2.163390000000000000e+05,2.000000000000000000e+00,1.324600000000000000e+04,1.223987200000000000e+08,2.000000000000000000e+00,2.006030800000000000e+07,2.820000000000000000e+02,6.104899902343750000e+02
4.593860000000000000e+05,1.000000000000000000e+00,1.425900000000000000e+04,1.223987200000000000e+08,0.000000000000000000e+00,2.006072000000000000e+07,2.830000000000000000e+02,1.054050048828125000e+03
6.517200000000000000e+04,1.000000000000000000e+00,2.697000000000000000e+03,1.223987200000000000e+08,0.000000000000000000e+00,2.006081200000000000e+07,2.780000000000000000e+02,5.945599975585937500e+02
2.276050000000000000e+05,1.000000000000000000e+00,1.575400000000000000e+04,1.223999600000000000e+08,1.000000000000000000e+00,2.005101200000000000e+07,9.140000000000000000e+02,2.242070068359375000e+03
9.920800000000000000e+04,2.000000000000000000e+00,1.305800000000000000e+04,1.223987200000000000e+08,0.000000000000000000e+00,2.006082000000000000e+07,1.320000000000000000e+03,1.193369995117187500e+03
5.126140000000000000e+05,0.000000000000000000e+00,1.414500000000000000e+04,1.223987200000000000e+08,2.000000000000000000e+00,2.006081600000000000e+07,2.820000000000000000e+02,5.460300292968750000e+02
3.298460000000000000e+05,0.000000000000000000e+00,4.796000000000000000e+03,1.223987200000000000e+08,1.000000000000000000e+00,2.006070400000000000e+07,2.820000000000000000e+02,7.385200195312500000e+02
3.268300000000000000e+04,1.000000000000000000e+00,1.414000000000000000e+04,1.223987200000000000e+08,0.000000000000000000e+00,2.006070200000000000e+07,2.820000000000000000e+02,2.886600036621093750e+02
5.398740000000000000e+05,4.000000000000000000e+00,1.132800000000000000e+04,1.223987200000000000e+08,2.000000000000000000e+00,2.006080800000000000e+07,5.150000000000000000e+02,8.492100219726562500e+02
1.988240000000000000e+05,0.000000000000000000e+00,7.879000000000000000e+03,1.223987200000000000e+08,2.000000000000000000e+00,2.006041200000000000e+07,1.400000000000000000e+02,3.738800048828125000e+02
5.069250000000000000e+05,3.000000000000000000e+00,3.360000000000000000e+02,1.223987200000000000e+08,3.000000000000000000e+00,2.006080200000000000e+07,1.359000000000000000e+03,1.667199951171875000e+03
8.508200000000000000e+04,2.000000000000000000e+00,1.279500000000000000e+04,1.223987200000000000e+08,0.000000000000000000e+00,2.006071400000000000e+07,2.820000000000000000e+02,7.453200073242187500e+02
3.266220000000000000e+05,2.000000000000000000e+00,1.498000000000000000e+04,1.223987200000000000e+08,0.000000000000000000e+00,2.006062800000000000e+07,1.670000000000000000e+02,5.860100097656250000e+02
3.342260000000000000e+05,1.000000000000000000e+00,8.576000000000000000e+03,1.223987200000000000e+08,0.000000000000000000e+00,2.006080000000000000e+07,1.400000000000000000e+02,5.317899780273437500e+02
5.271470000000000000e+05,0.000000000000000000e+00,1.563300000000000000e+04,1.223987200000000000e+08,0.000000000000000000e+00,2.006072000000000000e+07,2.820000000000000000e+02,4.999800109863281250e+02
1.807930000000000000e+05,0.000000000000000000e+00,4.016000000000000000e+03,1.223988080000000000e+08,0.000000000000000000e+00,2.006080200000000000e+07,1.005000000000000000e+03,1.151150024414062500e+03
